29;2
31;4
37;1
41;3
43;7
47;1
53;1
59;3
61;2
67;1
71;5
73;8
79;1
83;3
89;2
97;7
101;1
103;2
107;6
109;1
113;9
127;3
131;1
137;2
139;6
149;2
151;3
157;18
163;4
167;3
173;3
179;4
181;2
191;3
193;1
197;4
199;1
211;3
223;1
227;3
229;1
233;8
239;4
241;1
251;1
257;3
263;1
269;4
271;2
277;3
281;1
283;7
293;1
307;4
311;3
313;5
317;3
331;3
337;2
347;1
349;2
353;3
359;1
367;1
373;7
379;6
383;1
389;12
397;2
401;4
409;3
419;3
421;2
431;3
433;1
439;9
443;6
449;1
457;1
461;4
463;7
467;4
479;4
487;7
491;7
499;1
503;2
509;5
521;4
523;4
541;1
547;2
557;1
563;2
569;2
571;1
577;1
587;1
593;2
599;3
601;4
607;2
613;6
617;5
619;1
631;3
641;1
643;1
647;1
653;7
659;2
661;2
673;4
677;2
683;1
691;4
701;3
709;1
719;7
727;1
733;1
739;2
743;1
751;5
757;1
761;4
769;2
773;1
787;1
797;2
809;9
811;2
821;2
823;2
827;3
829;4
839;2
853;5
857;1
859;5
863;3
877;2
881;4
883;11
887;6
907;2
911;3
919;2
929;1
937;1
941;1
947;5
953;4
967;5
971;4
977;2
983;5
991;6
997;3
1009;3
1013;2
1019;7
1021;13
1031;1
1033;2
1039;1
1049;1
1051;8
1061;1
1063;5
1069;1
1087;4
1091;1
1093;1
1097;1
1103;2
1109;4
1117;7
1123;8
1129;5
1151;1
1153;7
1163;1
1171;1
1181;4
1187;7
1193;7
1201;4
1213;3
1217;1
1223;5
1229;1
1231;10
1237;2
1249;4
1259;5
1277;2
1279;6
1283;4
1289;1
1291;3
1297;1
1301;1
1303;1
1307;2
1319;3
1321;8
1327;4
1361;2
1367;1
1373;4
1381;6
1399;1
1409;1
1423;1
1427;6
1429;1
1433;2
1439;5
1447;1
1451;2
1453;2
1459;2
1471;5
1481;3
1483;14
1487;2
1489;2
1493;3
1499;15
1511;1
1523;1
1531;1
1543;1
1549;3
1553;5
1559;4
1567;3
1571;3
1579;5
1583;1
1597;3
1601;5
1607;2
1609;1
1613;1
1619;3
1621;4
1627;8
1637;2
1657;5
1663;18
1667;3
1669;1
1693;3
1697;3
1699;2
1709;3
1721;1
1723;2
1733;2
1741;2
1747;6
1753;1
1759;3
1777;1
1783;3
1787;4
1789;1
1801;2
1811;4
1823;7
1831;2
1847;1
1861;4
1867;1
1871;1
1873;2
1877;2
1879;4
1889;3
1901;4
1907;2
1913;1
1931;2
1933;1
1949;2
1951;1
1973;5
1979;4
1987;1
1993;3
1997;4
1999;3
2003;4
2011;5
2017;5
2027;1
2029;7
2039;3
2053;1
2063;2
2069;5
2081;2
2083;3
2087;2
2089;2
2099;2
2111;2
2113;2
2129;5
2131;3
2137;10
2141;8
2143;4
2153;5
2161;1
2179;2
2203;2
2207;2
2213;1
2221;3
2237;3
2239;2
2243;5
2251;1
2267;5
2269;15
2273;2
2281;1
2287;2
2293;8
2297;2
2309;4
2311;5
2333;1
2339;5
2341;3
2347;2
2351;2
2357;19
2371;1
2377;5
2381;3
2383;1
2389;1
2393;4
2399;1
2411;1
2417;1
2423;4
2437;1
2441;9
2447;2
2459;3
2467;1
2473;7
2477;4
2503;6
2521;2
2531;1
2539;5
2543;1
2549;5
2551;3
2557;1
2579;3
2591;5
2593;4
2609;1
2617;1
2621;5
2633;2
2647;4
2657;1
2659;2
2663;8
2671;3
2677;4
2683;1
2687;5
2689;7
2693;2
2699;4
2707;3
2711;1
2713;1
2719;1
2729;1
2731;4
2741;1
2749;1
2753;7
2767;4
2777;2
2789;2
2791;1
2797;2
2801;1
2803;2
2819;8
2833;2
2837;7
2843;3
2851;1
2857;6
2861;3
2879;2
2887;3
2897;3
2903;1
2909;3
2917;2
2927;1
2939;4
2953;1
2957;5
2963;3
2969;1
2971;4
2999;6
3001;13
3011;1
3019;3
3023;1
3037;1
3041;2
3049;1
3061;1
3067;1
3079;6
3083;1
3089;4
3109;2
3119;3
3121;7
3137;2
3163;2
3167;1
3169;1
3181;4
3187;4
3191;3
3203;1
3209;7
3217;4
3221;1
3229;1
3251;1
3253;4
3257;2
3259;5
3271;1
3299;6
3301;1
3307;7
3313;2
3319;1
3323;1
3329;2
3331;3
3343;5
3347;3
3359;1
3361;1
3371;1
3373;6
3389;1
3391;2
3407;5
3413;1
3433;3
3449;1
3457;1
3461;1
3463;6
3467;2
3469;1
3491;1
3499;1
3511;1
3517;2
3527;1
3529;4
3533;12
3539;1
3541;3
3547;2
3557;2
3559;2
3571;1
3581;9
3583;1
3593;1
3607;5
3613;1
3617;1
3623;1
3631;3
3637;3
3643;4
3659;3
3671;8
3673;8
3677;6
3691;1
3697;5
3701;1
3709;1
3719;4
3727;1
3733;1
3739;4
3761;2
3767;1
3769;2
3779;1
3793;2
3797;3
3803;1
3821;7
3823;1
3833;4
3847;2
3851;1
3853;6
3863;4
3877;1
3881;5
3889;4
3907;1
3911;7
3917;6
3919;5
3923;1
3929;5
3931;6
3943;8
3947;3
3967;1
3989;3
4001;1
4003;2
4007;2
4013;5
4019;2
4021;1
4027;2
4049;8
4051;5
4057;1
4073;2
4079;2
4091;1
4093;2
4099;5
4111;3
4127;4
4129;3
4133;1
4139;3
4153;1
4157;5
4159;3
4177;1
4201;1
4211;1
4217;3
4219;2
4229;4
4231;6
4241;2
4243;7
4253;6
4259;1
4261;5
4271;2
4273;3
4283;6
4289;1
4297;4
4327;5
4337;6
4339;6
4349;1
4357;2
4363;2
4373;1
4391;11
4397;2
4409;2
4421;1
4423;6
4441;1
4447;4
4451;1
4457;1
4463;1
4481;1
4483;3
4493;2
4507;2
4513;2
4517;4
4519;5
4523;1
4547;5
4549;3
4561;1
4567;1
4583;1
4591;3
4597;3
4603;2
4621;3
4637;3
4639;1
4643;2
4649;1
4651;1
4657;1
4663;1
4673;1
4679;2
4691;2
4703;1
4721;1
4723;1
4729;1
4733;2
4751;3
4759;3
4783;1
4787;4
4789;4
4793;1
4799;3
4801;1
4813;3
4817;5
4831;2
4861;5
4871;3
4877;2
4889;1
4903;2
4909;5
4919;3
4931;3
4933;4
4937;13
4943;2
4951;2
4957;4
4967;5
4969;1
4973;1
4987;1
4993;1
4999;1
5003;2
5009;1
5011;1
5021;1
5023;2
5039;1
5051;1
5059;5
5077;1
5081;1
5087;5
5099;3
5101;6
5107;1
5113;5
5119;1
5147;4
5153;3
5167;11
5171;4
5179;3
5189;1
5197;1
5209;3
5227;9
5231;1
5233;5
5237;6
5261;2
5273;3
5279;2
5281;2
5297;19
5303;2
5309;2
5323;2
5333;2
5347;17
5351;3
5381;5
5387;3
5393;3
5399;1
5407;1
5413;1
5417;1
5419;4
5431;4
5437;1
5441;2
5443;1
5449;4
5471;1
5477;3
5479;2
5483;2
5501;3
5503;2
5507;1
5519;1
5521;1
5527;1
5531;5
5557;1
5563;1
5569;2
5573;2
5581;1
5591;3
5623;2
5639;4
5641;2
5647;2
5651;1
5653;1
5657;1
5659;4
5669;1
5683;1
5689;2
5693;1
5701;2
5711;2
5717;1
5737;4
5741;2
5743;5
5749;4
5779;2
5783;2
5791;2
5801;11
5807;5
5813;1
5821;10
5827;2
5839;8
5843;1
5849;1
5851;2
5857;4
5861;6
5867;4
5869;4
5879;3
5881;1
5897;5
5903;1
5923;1
5927;1
5939;6
5953;1
5981;4
5987;1
6007;3
6011;7
6029;14
6037;1
6043;1
6047;5
6053;4
6067;8
6073;2
6079;1
6089;4
6091;3
6101;3
6113;1
6121;1
6131;2
6133;1
6143;3
6151;2
6163;5
6173;1
6197;1
6199;1
6203;1
6211;10
6217;1
6221;4
6229;7
6247;7
6257;2
6263;4
6269;3
6271;5
6277;2
6287;2
6299;2
6301;1
6311;1
6317;6
6323;1
6329;4
6337;2
6343;6
6353;2
6359;2
6361;6
6367;7
6373;3
6379;2
6389;1
6397;5
6421;4
6427;7
6449;1
6451;2
6469;7
6473;5
6481;9
6491;4
6521;4
6529;11
6547;1
6551;3
6553;1
6563;1
6569;1
6571;1
6577;4
6581;1
6599;1
6607;1
6619;1
6637;2
6653;9
6659;5
6661;1
6673;1
6679;1
6689;14
6691;4
6701;1
6703;2
6709;4
6719;12
6733;2
6737;2
6761;2
6763;7
6779;2
6781;10
6791;1
6793;7
6803;2
6823;3
6827;6
6829;4
6833;1
6841;1
6857;3
6863;1
6869;3
6871;2
6883;3
6899;1
6907;4
6911;2
6917;5
6947;1
6949;11
6959;1
6961;1
6967;2
6971;4
6977;1
6983;4
6991;3
6997;5
7001;2
7013;6
7019;1
7027;1
7039;1
7043;5
7057;1
7069;6
7079;2
7103;7
7109;4
7121;1
7127;3
7129;1
7151;1
7159;4
7177;3
7187;4
7193;10
7207;11
7211;9
7213;1
7219;2
7229;4
7237;5
